sigmoid_colon_Peak_104502	ENSG00000173436.13	19596976	33492
sigmoid_colon_Peak_52819	ENSG00000173436.13	19596976	33492
sigmoid_colon_Peak_17121	ENSG00000117215.14	20119566	8898
sigmoid_colon_Peak_21583	ENSG00000158786.4	20139325	12630
sigmoid_colon_Peak_226818	ENSG00000158786.4	20139325	12630
sigmoid_colon_Peak_207578	ENSG00000187980.6	20177424	1026
sigmoid_colon_Peak_21579	ENSG00000187980.6	20177424	1026
sigmoid_colon_Peak_12743	ENSG00000162543.5	20186084	2338
sigmoid_colon_Peak_152655	ENSG00000162543.5	20186084	2338
sigmoid_colon_Peak_147664	ENSG00000162545.5	20486220	8406
sigmoid_colon_Peak_25061	ENSG00000076864.19	21669363	3894
sigmoid_colon_Peak_40337	ENSG00000142798.17	21937297	5687
sigmoid_colon_Peak_102182	ENSG00000142798.17	21937297	7047
sigmoid_colon_Peak_55731	ENSG00000142798.17	21937297	19487
sigmoid_colon_Peak_10902	ENSG00000142789.19	22001655	23257
sigmoid_colon_Peak_35441	ENSG00000142789.19	22001655	23257
sigmoid_colon_Peak_58576	ENSG00000142789.19	22001655	23257
sigmoid_colon_Peak_6249	ENSG00000142789.19	22001655	23257
sigmoid_colon_Peak_25700	ENSG00000070831.15	22052626	21200
sigmoid_colon_Peak_178050	ENSG00000162552.14	22143969	35708
sigmoid_colon_Peak_48495	ENSG00000162552.14	22143969	35708
sigmoid_colon_Peak_99160	ENSG00000162552.14	22143969	35708
sigmoid_colon_Peak_23273	ENSG00000215906.8	22965338	3976
sigmoid_colon_Peak_129768	ENSG00000125945.14	23369442	7478
sigmoid_colon_Peak_25465	ENSG00000125945.14	23369442	7478
sigmoid_colon_Peak_42271	ENSG00000125945.14	23369442	7478
sigmoid_colon_Peak_14252	ENSG00000007968.6	23531220	47
sigmoid_colon_Peak_56633	ENSG00000117318.8	23559794	5318
sigmoid_colon_Peak_9362	ENSG00000117318.8	23559794	5318
sigmoid_colon_Peak_23429	ENSG00000117318.8	23559794	2295
sigmoid_colon_Peak_2998	ENSG00000117318.8	23559794	2295
sigmoid_colon_Peak_207296	ENSG00000117318.8	23559794	8043
sigmoid_colon_Peak_61606	ENSG00000117318.8	23559794	8043
sigmoid_colon_Peak_76403	ENSG00000117318.8	23559794	9024
sigmoid_colon_Peak_22746	ENSG00000197880.8	23581494	4121
sigmoid_colon_Peak_23405	ENSG00000188822.7	23913362	6475
sigmoid_colon_Peak_66104	ENSG00000188822.7	23913362	6475
sigmoid_colon_Peak_17384	ENSG00000188529.14	23980927	37710
sigmoid_colon_Peak_56215	ENSG00000188529.14	23980927	39212
sigmoid_colon_Peak_35177	ENSG00000188529.14	23980927	64863
sigmoid_colon_Peak_91387	ENSG00000188529.14	23980927	64863
sigmoid_colon_Peak_98985	ENSG00000188529.14	23980927	64863
sigmoid_colon_Peak_19345	ENSG00000158055.15	24319321	29339
sigmoid_colon_Peak_13401	ENSG00000158055.15	24319321	24954
sigmoid_colon_Peak_26356	ENSG00000158055.15	24319321	24954
sigmoid_colon_Peak_34707	ENSG00000158055.15	24319321	24954
sigmoid_colon_Peak_21919	ENSG00000169504.14	24745356	40060
sigmoid_colon_Peak_154010	ENSG00000169504.14	24745356	9465
sigmoid_colon_Peak_52829	ENSG00000169504.14	24745356	9465
sigmoid_colon_Peak_60444	ENSG00000020633.18	24965121	57363
sigmoid_colon_Peak_49990	ENSG00000020633.18	24965121	57710
sigmoid_colon_Peak_20889	ENSG00000117614.9	25232502	618
sigmoid_colon_Peak_14498	ENSG00000117614.9	25232502	7112
sigmoid_colon_Peak_7957	ENSG00000117614.9	25232502	7112
sigmoid_colon_Peak_17547	ENSG00000117643.14	25617467	1435
sigmoid_colon_Peak_47483	ENSG00000117643.14	25617467	1435
sigmoid_colon_Peak_6778	ENSG00000117643.14	25617467	1435
sigmoid_colon_Peak_10177	ENSG00000182749.5	25871253	3714
sigmoid_colon_Peak_144846	ENSG00000182749.5	25871253	3714
sigmoid_colon_Peak_43769	ENSG00000182749.5	25871253	3714
sigmoid_colon_Peak_57712	ENSG00000182749.5	25871253	3714
sigmoid_colon_Peak_10353	ENSG00000198830.10	26472449	27610
sigmoid_colon_Peak_13883	ENSG00000198830.10	26472449	27610
sigmoid_colon_Peak_175786	ENSG00000198830.10	26472449	27610
sigmoid_colon_Peak_24670	ENSG00000198830.10	26472449	27610
sigmoid_colon_Peak_24731	ENSG00000117713.17	26696032	18598
sigmoid_colon_Peak_11494	ENSG00000117713.17	26696032	3148
sigmoid_colon_Peak_59054	ENSG00000060642.10	26787471	543
sigmoid_colon_Peak_17103	ENSG00000060642.10	26787471	11890
sigmoid_colon_Peak_42980	ENSG00000060642.10	26787471	11890
sigmoid_colon_Peak_16366	ENSG00000158246.7	27012836	18645
sigmoid_colon_Peak_111971	ENSG00000181773.6	27392643	9759
sigmoid_colon_Peak_147422	ENSG00000181773.6	27392643	9759
sigmoid_colon_Peak_51399	ENSG00000181773.6	27392643	9759
sigmoid_colon_Peak_56347	ENSG00000181773.6	27392643	9759
sigmoid_colon_Peak_67661	ENSG00000181773.6	27392643	9759
sigmoid_colon_Peak_252945	ENSG00000158195.10	27490158	13771
sigmoid_colon_Peak_254049	ENSG00000158195.10	27490158	13771
sigmoid_colon_Peak_22007	ENSG00000158195.10	27490158	14270
sigmoid_colon_Peak_29455	ENSG00000158195.10	27490158	14270
sigmoid_colon_Peak_37576	ENSG00000158195.10	27490158	14270
sigmoid_colon_Peak_48597	ENSG00000158195.10	27490158	31379
sigmoid_colon_Peak_17393	ENSG00000158195.10	27490158	35363
sigmoid_colon_Peak_20831	ENSG00000158195.10	27490158	37892
sigmoid_colon_Peak_23662	ENSG00000158195.10	27490158	37892
sigmoid_colon_Peak_45237	ENSG00000158195.10	27490158	37892
sigmoid_colon_Peak_60365	ENSG00000158195.10	27490158	37892
sigmoid_colon_Peak_44394	ENSG00000126709.14	27672218	12548
sigmoid_colon_Peak_9904	ENSG00000126709.14	27672218	12548
sigmoid_colon_Peak_41187	ENSG00000126709.14	27672218	9035
sigmoid_colon_Peak_1512	ENSG00000130770.17	28236108	11015
sigmoid_colon_Peak_52713	ENSG00000120656.11	28643085	4949
sigmoid_colon_Peak_60765	ENSG00000120656.11	28643085	4949
sigmoid_colon_Peak_7476	ENSG00000120656.11	28643085	4949
sigmoid_colon_Peak_9215	ENSG00000120656.11	28643085	4949
sigmoid_colon_Peak_35803	ENSG00000116329.10	28812141	37010
sigmoid_colon_Peak_29245	ENSG00000159023.18	28887090	4965
sigmoid_colon_Peak_10899	ENSG00000159023.18	28887090	2102
sigmoid_colon_Peak_14146	ENSG00000253304.1	29123935	324
sigmoid_colon_Peak_18380	ENSG00000253304.1	29123935	324
sigmoid_colon_Peak_41091	ENSG00000253304.1	29123935	324
sigmoid_colon_Peak_36361	ENSG00000253304.1	29123935	9724
sigmoid_colon_Peak_124004	ENSG00000162510.5	30723587	86508
sigmoid_colon_Peak_58532	ENSG00000162510.5	30723587	86508
sigmoid_colon_Peak_49991	ENSG00000162510.5	30723587	85996
sigmoid_colon_Peak_41637	ENSG00000162510.5	30723587	53303
sigmoid_colon_Peak_84677	ENSG00000162510.5	30723587	29637
sigmoid_colon_Peak_28698	ENSG00000162510.5	30723587	28149
sigmoid_colon_Peak_67416	ENSG00000162510.5	30723587	25785
sigmoid_colon_Peak_26171	ENSG00000162510.5	30723587	22618
sigmoid_colon_Peak_13523	ENSG00000162510.5	30723587	19276
sigmoid_colon_Peak_43895	ENSG00000162510.5	30723587	18455
sigmoid_colon_Peak_50211	ENSG00000162510.5	30723587	16950
sigmoid_colon_Peak_201924	ENSG00000162511.7	30757820	5493
sigmoid_colon_Peak_24086	ENSG00000162511.7	30757820	5493
sigmoid_colon_Peak_39770	ENSG00000162511.7	30757820	43973
sigmoid_colon_Peak_46141	ENSG00000162511.7	30757820	43973
sigmoid_colon_Peak_101208	ENSG00000162511.7	30757820	51654
sigmoid_colon_Peak_126413	ENSG00000162511.7	30757820	51654
sigmoid_colon_Peak_34363	ENSG00000162511.7	30757820	51654
sigmoid_colon_Peak_40388	ENSG00000162511.7	30757820	58348
sigmoid_colon_Peak_40829	ENSG00000162511.7	30757820	58348
sigmoid_colon_Peak_26269	ENSG00000162511.7	30757820	60763
sigmoid_colon_Peak_64610	ENSG00000162511.7	30757820	60763
sigmoid_colon_Peak_4129	ENSG00000162511.7	30757820	66106
sigmoid_colon_Peak_802	ENSG00000162511.7	30757820	66106
sigmoid_colon_Peak_38713	ENSG00000162512.15	30908761	61237
sigmoid_colon_Peak_39308	ENSG00000162512.15	30908761	56687
sigmoid_colon_Peak_78321	ENSG00000162512.15	30908761	52546
sigmoid_colon_Peak_42632	ENSG00000162512.15	30908761	2609
sigmoid_colon_Peak_21614	ENSG00000084628.9	31239554	84873
sigmoid_colon_Peak_23582	ENSG00000084628.9	31239554	84873
sigmoid_colon_Peak_154049	ENSG00000142910.15	31576484	12438
sigmoid_colon_Peak_47171	ENSG00000142910.15	31576484	12438
sigmoid_colon_Peak_76588	ENSG00000142910.15	31576484	12438
sigmoid_colon_Peak_87628	ENSG00000142910.15	31576484	12438
sigmoid_colon_Peak_45268	ENSG00000142910.15	31576484	2550
sigmoid_colon_Peak_36422	ENSG00000142910.15	31576484	11327
sigmoid_colon_Peak_53831	ENSG00000142910.15	31576484	11327
sigmoid_colon_Peak_100427	ENSG00000142910.15	31576484	12165
sigmoid_colon_Peak_150716	ENSG00000142910.15	31576484	12165
sigmoid_colon_Peak_195367	ENSG00000142910.15	31576484	12165
sigmoid_colon_Peak_176128	ENSG00000084636.17	31704319	204
sigmoid_colon_Peak_64380	ENSG00000084636.17	31704319	204
sigmoid_colon_Peak_24177	ENSG00000084636.17	31704319	894
sigmoid_colon_Peak_1142	ENSG00000084636.17	31704319	10194
sigmoid_colon_Peak_13527	ENSG00000084636.17	31704319	10194
sigmoid_colon_Peak_59083	ENSG00000084636.17	31704319	10194
sigmoid_colon_Peak_9991	ENSG00000084636.17	31704319	10194
sigmoid_colon_Peak_17514	ENSG00000184007.17	31944856	9832
sigmoid_colon_Peak_70019	ENSG00000184007.17	31944856	9832
sigmoid_colon_Peak_46232	ENSG00000184007.17	31944856	11125
sigmoid_colon_Peak_35021	ENSG00000121775.17	32072030	8670
sigmoid_colon_Peak_146163	ENSG00000183615.5	32247232	7272
sigmoid_colon_Peak_26659	ENSG00000183615.5	32247232	7004
sigmoid_colon_Peak_33986	ENSG00000183615.5	32247232	7004
sigmoid_colon_Peak_53162	ENSG00000183615.5	32247232	6200
sigmoid_colon_Peak_63323	ENSG00000183615.5	32247232	6200
sigmoid_colon_Peak_36766	ENSG00000116514.16	32964685	8090
sigmoid_colon_Peak_68788	ENSG00000116514.16	32964685	8090
sigmoid_colon_Peak_43080	ENSG00000116514.16	32964685	24577
sigmoid_colon_Peak_128548	ENSG00000142920.16	33081103	45885
sigmoid_colon_Peak_3639	ENSG00000142920.16	33081103	45885
sigmoid_colon_Peak_66470	ENSG00000116525.13	33182059	38833
sigmoid_colon_Peak_48948	ENSG00000160094.14	33256544	27359
sigmoid_colon_Peak_34512	ENSG00000184389.9	33321098	20349
sigmoid_colon_Peak_58741	ENSG00000134686.16	33431052	2759
sigmoid_colon_Peak_109988	ENSG00000134686.16	33431052	12376
sigmoid_colon_Peak_30175	ENSG00000134686.16	33431052	12376
sigmoid_colon_Peak_20165	ENSG00000121903.14	33472644	16764
sigmoid_colon_Peak_28965	ENSG00000121903.14	33472644	16764
sigmoid_colon_Peak_37705	ENSG00000121903.14	33472644	11653
sigmoid_colon_Peak_15290	ENSG00000121903.14	33472644	2120
sigmoid_colon_Peak_65467	ENSG00000197056.9	35059785	61217
sigmoid_colon_Peak_76593	ENSG00000116560.10	35193148	29557
sigmoid_colon_Peak_87638	ENSG00000116560.10	35193148	29557
sigmoid_colon_Peak_93108	ENSG00000146463.11	35268966	4065
sigmoid_colon_Peak_16684	ENSG00000054116.11	36156053	27255
sigmoid_colon_Peak_252004	ENSG00000054116.11	36156053	27255
sigmoid_colon_Peak_148341	ENSG00000054116.11	36156053	31753
sigmoid_colon_Peak_33243	ENSG00000054116.11	36156053	31753
sigmoid_colon_Peak_9525	ENSG00000054116.11	36156053	31753
sigmoid_colon_Peak_179633	ENSG00000054118.13	36224415	24113
sigmoid_colon_Peak_2170	ENSG00000196182.10	36385896	559
sigmoid_colon_Peak_102399	ENSG00000196182.10	36385896	1162
sigmoid_colon_Peak_145208	ENSG00000163873.9	37034129	276
sigmoid_colon_Peak_28207	ENSG00000163874.8	37474551	19789
sigmoid_colon_Peak_29044	ENSG00000163874.8	37474551	19789
sigmoid_colon_Peak_16143	ENSG00000163874.8	37474551	2814
sigmoid_colon_Peak_109135	ENSG00000163874.8	37474551	12643
sigmoid_colon_Peak_38171	ENSG00000163874.8	37474551	12643
sigmoid_colon_Peak_81592	ENSG00000116922.14	37692249	15790
sigmoid_colon_Peak_40132	ENSG00000127603.23	39081315	4867
sigmoid_colon_Peak_124920	ENSG00000168389.17	39955111	2584
sigmoid_colon_Peak_78420	ENSG00000168389.17	39955111	2584
sigmoid_colon_Peak_114300	ENSG00000117013.14	40784011	1637
sigmoid_colon_Peak_194064	ENSG00000117013.14	40784011	1637
sigmoid_colon_Peak_206361	ENSG00000117013.14	40784011	1637
sigmoid_colon_Peak_265111	ENSG00000117013.14	40784011	1637
sigmoid_colon_Peak_24379	ENSG00000117013.14	40784011	622
sigmoid_colon_Peak_34625	ENSG00000179862.6	40862366	17158
sigmoid_colon_Peak_99183	ENSG00000179862.6	40862366	5219
sigmoid_colon_Peak_30058	ENSG00000179862.6	40862366	15318
sigmoid_colon_Peak_34978	ENSG00000171793.13	40979334	34976
sigmoid_colon_Peak_21868	ENSG00000171793.13	40979334	34426
sigmoid_colon_Peak_9623	ENSG00000171793.13	40979334	34426
sigmoid_colon_Peak_61054	ENSG00000171793.13	40979334	11804
sigmoid_colon_Peak_48779	ENSG00000204060.5	41361921	47846
sigmoid_colon_Peak_38753	ENSG00000204060.5	41361921	42024
sigmoid_colon_Peak_25744	ENSG00000204060.5	41361921	25842
sigmoid_colon_Peak_17437	ENSG00000127129.9	41484673	52233
sigmoid_colon_Peak_40786	ENSG00000127129.9	41484673	52233
sigmoid_colon_Peak_42360	ENSG00000127129.9	41484673	52233
sigmoid_colon_Peak_6516	ENSG00000127129.9	41484673	28976
sigmoid_colon_Peak_19405	ENSG00000127129.9	41484673	10239
sigmoid_colon_Peak_7970	ENSG00000127129.9	41484673	10239
sigmoid_colon_Peak_70667	ENSG00000127129.9	41484673	11033
sigmoid_colon_Peak_7006	ENSG00000127129.9	41484673	11355
sigmoid_colon_Peak_75446	ENSG00000127129.9	41484673	12169
sigmoid_colon_Peak_46193	ENSG00000127129.9	41484673	15852
sigmoid_colon_Peak_44026	ENSG00000197273.3	42164718	7880
sigmoid_colon_Peak_61745	ENSG00000197273.3	42164718	7880
sigmoid_colon_Peak_64163	ENSG00000197273.3	42164718	7880
sigmoid_colon_Peak_24968	ENSG00000117394.19	42959173	3536
sigmoid_colon_Peak_47173	ENSG00000117394.19	42959173	14162
sigmoid_colon_Peak_115129	ENSG00000066056.13	43300992	5560
sigmoid_colon_Peak_174842	ENSG00000066056.13	43300992	5560
sigmoid_colon_Peak_43458	ENSG00000196517.11	44031467	5132
sigmoid_colon_Peak_29729	ENSG00000196517.11	44031467	16270
